Sequence Gap Analysis
==================================================
Sequence_ID	Gap_Count	Gap_Percentage
1517	85	96.59
1518	85	96.59
1519	86	97.73
1520	86	97.73
1521	86	97.73
1522	86	97.73
1523	86	97.73
1524	86	97.73
1525	86	97.73
1526	86	97.73
1527	86	97.73
1528	86	97.73
1529	86	97.73
1530	86	97.73
1531	86	97.73
1532	86	97.73
1533	86	97.73
1534	86	97.73
1535	86	97.73
1536	86	97.73
1537	86	97.73
1538	86	97.73
1539	86	97.73
1540	86	97.73
1541	86	97.73
1542	86	97.73
1543	86	97.73
1544	86	97.73
1545	86	97.73
1546	86	97.73
1547	86	97.73
1548	86	97.73
1549	86	97.73
1550	86	97.73
1551	86	97.73
1552	86	97.73
1553	86	97.73
1554	86	97.73
1555	86	97.73
1556	86	97.73
1557	86	97.73
1558	86	97.73
1559	86	97.73
1560	86	97.73
1561	86	97.73
1562	86	97.73
1563	86	97.73
1564	86	97.73
1565	86	97.73
1566	86	97.73
1567	86	97.73
1568	86	97.73
1569	86	97.73
1570	86	97.73
1571	86	97.73
1572	86	97.73
1573	86	97.73
1574	86	97.73
1575	86	97.73
1576	86	97.73
1577	86	97.73
1578	86	97.73
1579	86	97.73
1580	86	97.73
1581	86	97.73
1582	86	97.73
1583	86	97.73
1584	86	97.73
1585	86	97.73
1586	86	97.73
1587	86	97.73
1588	86	97.73
1589	86	97.73
1590	86	97.73
1591	86	97.73
1592	86	97.73
1593	86	97.73
1594	86	97.73
1595	86	97.73
1596	86	97.73
1597	86	97.73
1598	86	97.73
1599	86	97.73
1600	86	97.73
1601	86	97.73
1602	86	97.73
1603	86	97.73
1604	86	97.73
1605	86	97.73
1606	86	97.73
1607	86	97.73
1608	86	97.73
1609	86	97.73
1610	86	97.73
1611	86	97.73
1612	86	97.73
1613	86	97.73
1614	86	97.73
1615	86	97.73
1616	86	97.73
1617	86	97.73
1618	86	97.73
1619	86	97.73
1620	86	97.73
1621	86	97.73
1622	86	97.73
1623	86	97.73
1624	86	97.73
1625	86	97.73
1626	86	97.73
1627	86	97.73
1628	86	97.73
1629	86	97.73
1630	86	97.73
1631	86	97.73
1632	86	97.73
1633	86	97.73
1634	86	97.73
1635	86	97.73
1636	86	97.73
1637	86	97.73
1638	86	97.73
1639	86	97.73
1640	86	97.73
1641	86	97.73
1642	86	97.73
1643	86	97.73
1644	86	97.73
1645	86	97.73
1646	86	97.73
1647	86	97.73
1648	86	97.73
1649	86	97.73
1650	86	97.73
1651	86	97.73
1652	86	97.73
1653	86	97.73
1654	86	97.73
1655	86	97.73
1656	86	97.73
1657	86	97.73
1658	86	97.73
1659	86	97.73
1660	86	97.73
1661	86	97.73
1662	86	97.73
1663	86	97.73
1664	86	97.73
1665	86	97.73
1666	86	97.73
1667	86	97.73
1668	86	97.73
1669	86	97.73
1670	86	97.73
1671	86	97.73
1672	86	97.73
1673	86	97.73
1674	86	97.73
1675	86	97.73
1676	86	97.73
1677	86	97.73
1678	86	97.73
1679	86	97.73
1680	86	97.73
1681	86	97.73
1682	86	97.73
1683	86	97.73
1684	86	97.73
1685	86	97.73
1686	86	97.73
1687	86	97.73
1688	86	97.73
1689	86	97.73
1690	86	97.73
1691	86	97.73
1692	86	97.73
1693	86	97.73
1694	86	97.73
1695	86	97.73
1696	86	97.73
1697	86	97.73
1698	86	97.73
1699	86	97.73
1700	86	97.73
1701	86	97.73
1702	86	97.73
1703	86	97.73
1704	86	97.73
1705	86	97.73
1706	86	97.73
1707	86	97.73
1708	86	97.73
1709	86	97.73
1710	86	97.73
1711	86	97.73
1712	86	97.73
1713	86	97.73
1714	86	97.73
1715	86	97.73
1716	86	97.73
1717	86	97.73
1718	86	97.73
1719	86	97.73
1720	86	97.73
1721	86	97.73
1722	86	97.73
1723	86	97.73
1724	86	97.73
1725	86	97.73
1726	86	97.73
1727	86	97.73
1728	86	97.73
1729	86	97.73
1730	86	97.73
1731	86	97.73
1732	86	97.73
1733	86	97.73
1734	86	97.73
1735	86	97.73
1736	86	97.73
1737	86	97.73
1738	86	97.73
1739	86	97.73
1740	86	97.73
1741	86	97.73
1742	86	97.73
1743	86	97.73
1744	86	97.73
1745	86	97.73
1746	86	97.73
1747	86	97.73
1748	86	97.73
1749	86	97.73
1750	86	97.73
1751	86	97.73
1752	86	97.73
1753	86	97.73
1754	86	97.73
1755	86	97.73
1756	86	97.73
1757	86	97.73
1758	86	97.73
1759	86	97.73
1760	86	97.73
1761	86	97.73
1762	86	97.73
1763	86	97.73
1764	86	97.73
1765	86	97.73
1766	86	97.73
1767	86	97.73
1768	86	97.73
1769	86	97.73
1770	86	97.73
1771	86	97.73
1772	86	97.73
1773	86	97.73
1774	86	97.73
1775	86	97.73
1776	86	97.73
1777	86	97.73
1778	86	97.73
1779	86	97.73
1780	86	97.73
1781	86	97.73
1782	86	97.73
1783	86	97.73
1784	86	97.73
1785	86	97.73
1786	86	97.73
1787	86	97.73
1788	86	97.73
1789	86	97.73
1790	86	97.73
1791	86	97.73
1792	86	97.73
1793	86	97.73
1794	86	97.73
1795	86	97.73
1796	86	97.73
1797	86	97.73
1798	86	97.73
1799	86	97.73
1800	86	97.73
1801	86	97.73
1802	86	97.73
1803	86	97.73
1804	86	97.73
1805	86	97.73
1806	86	97.73
1807	86	97.73
1808	86	97.73
1809	86	97.73
1810	86	97.73
1811	86	97.73
1812	86	97.73
1813	86	97.73
1814	86	97.73
1815	86	97.73
1816	86	97.73
1817	86	97.73
1818	86	97.73
1819	86	97.73
1820	86	97.73
1821	86	97.73
1822	86	97.73
1823	86	97.73
1824	86	97.73
1825	86	97.73
1826	86	97.73
1827	86	97.73
1828	86	97.73
1829	86	97.73
1830	86	97.73
1831	86	97.73
1832	86	97.73
1833	86	97.73
1834	86	97.73
1835	86	97.73
1836	86	97.73
1837	86	97.73
1838	86	97.73
1839	86	97.73
1840	86	97.73
1841	86	97.73
1842	86	97.73
1843	86	97.73
1844	86	97.73
1845	86	97.73
1846	86	97.73
1847	86	97.73
1848	86	97.73
1849	86	97.73
1850	86	97.73
1851	86	97.73
1852	86	97.73
1853	86	97.73
1854	86	97.73
1855	86	97.73
1856	86	97.73
1857	86	97.73
